DCID,Gender,Married,Dependents,Education,SelfEmployed,ApplicantIncome,CoapplicantIncome,DebtConsolidationAmount,Tenor,CreditHistory,PropertyArea,FacilityStatus
DC008764,Male,No,2,Graduate,No,84050,159015,364245,36,1,Semiurban,Yes
DC008765,Male,Yes,3,Not Graduate,Yes,53505,54124,115025,18,0,Rural,No
DC008766,Male,No,0,Not Graduate,Yes,53515,54114,115035,30,0,Rural,No
DC008767,Female,No,3,Graduate,No,84150,159035,364250,36,1,Semiurban,Yes
DC008768,Male,No,0,Not Graduate,Yes,53535,54094,115055,36,0,Rural,No
DC008769,Male,No,1,Graduate,No,84250,159055,364255,36,1,Semiurban,Yes
DC008770,Female,No,0,Graduate,No,84350,159075,364260,36,1,Semiurban,Yes
DC008771,Male,Yes,1,Not Graduate,Yes,53565,54064,115085,36,0,Rural,No
DC008772,Male,No,2,Not Graduate,Yes,53575,54054,115095,36,0,Rural,No
DC008773,Male,Yes,0,Graduate,No,84450,159095,364265,30,1,Semiurban,Yes
DC008774,Male,Yes,0,Graduate,No,84550,159115,364270,36,1,Semiurban,Yes
DC008775,Female,No,3,Not Graduate,Yes,53605,54024,115125,36,0,Rural,No
DC008776,Male,Yes,1,Graduate,No,84650,159135,364275,36,1,Semiurban,Yes
DC008777,Male,Yes,2,Not Graduate,Yes,53625,54004,115145,36,0,Rural,No
DC008778,Male,Yes,0,Not Graduate,Yes,53635,53994,115155,36,0,Rural,No
DC008779,Female,Yes,3,Not Graduate,Yes,53645,53984,115165,36,0,Rural,No
DC008780,Male,No,0,Graduate,No,84750,159155,364280,36,1,Semiurban,Yes
DC008781,Male,No,3,Graduate,No,84850,159175,364285,36,1,Semiurban,Yes
DC008782,Male,Yes,0,Graduate,No,84950,159195,364290,36,1,Semiurban,Yes
DC008783,Male,Yes,3,Graduate,No,85050,159215,364295,36,1,Semiurban,Yes
DC008784,Male,Yes,1,Graduate,No,85150,159235,364300,36,1,Semiurban,Yes
DC008785,Female,Yes,0,Graduate,No,85250,159255,364305,36,1,Semiurban,Yes
DC008786,Male,No,1,Not Graduate,Yes,53715,53914,115235,24,0,Rural,No
DC008787,Male,Yes,0,Graduate,No,85350,159275,364310,36,1,Semiurban,Yes
DC008788,Female,Yes,0,Graduate,No,85450,159295,364315,24,1,Semiurban,Yes
DC008789,Male,Yes,0,Graduate,No,85550,159315,364320,36,1,Semiurban,Yes
DC008790,Male,Yes,2,Graduate,No,85650,159335,364325,36,1,Semiurban,Yes
DC008791,Male,No,3,Not Graduate,Yes,53765,53864,115285,36,0,Rural,No
DC008792,Female,Yes,0,Graduate,No,85750,159355,364330,36,1,Semiurban,Yes
DC008793,Female,Yes,1,Graduate,No,85850,159375,364335,36,1,Semiurban,Yes
DC008794,Female,No,0,Not Graduate,Yes,53795,53834,115315,18,0,Rural,No
DC008795,Male,No,0,Graduate,No,85950,159395,364340,36,1,Semiurban,Yes
DC008796,Male,No,0,Graduate,No,86050,159415,364345,36,1,Semiurban,Yes
DC008797,Male,No,0,Graduate,No,86150,159435,364350,36,1,Semiurban,Yes
DC008798,Male,Yes,2,Graduate,No,86250,159455,364355,36,1,Semiurban,Yes
DC008799,Female,No,1,Graduate,No,86350,159475,364360,36,1,Semiurban,Yes
DC008800,Male,No,0,Graduate,No,86450,159495,364365,36,1,Semiurban,Yes
DC008801,Male,Yes,0,Graduate,No,86550,159515,364370,36,1,Semiurban,Yes
DC008802,Male,No,0,Graduate,No,86650,159535,364375,24,1,Semiurban,Yes
DC008803,Male,Yes,0,Not Graduate,Yes,53885,53744,115405,36,0,Rural,No
DC008804,Female,No,1,Graduate,No,86750,159555,364380,36,1,Semiurban,Yes
DC008805,Male,Yes,0,Graduate,No,86850,159575,364385,36,1,Semiurban,Yes
DC008806,Male,No,2,Not Graduate,Yes,53915,53714,115435,24,0,Rural,No
DC008807,Male,No,0,Graduate,No,86950,159595,364390,36,1,Semiurban,Yes
DC008808,Female,Yes,0,Graduate,No,87050,159615,364395,30,1,Semiurban,Yes
DC008809,Male,Yes,0,Graduate,No,87150,159635,364400,36,1,Semiurban,Yes
DC008810,Male,Yes,0,Not Graduate,Yes,53955,53674,115475,36,0,Rural,No
DC008811,Male,Yes,0,Graduate,No,87250,159655,364405,36,1,Semiurban,Yes
DC008812,Male,Yes,0,Graduate,No,87350,159675,364410,36,1,Semiurban,Yes
DC008813,Male,No,0,Not Graduate,Yes,53985,53644,115505,36,0,Rural,No
DC008814,Female,Yes,0,Not Graduate,Yes,53995,53634,115515,36,0,Rural,No
DC008815,Male,Yes,2,Not Graduate,Yes,54005,53624,115525,30,0,Rural,No
DC008816,Male,Yes,2,Graduate,No,87450,159695,364415,36,1,Semiurban,Yes
DC008817,Female,Yes,1,Graduate,No,87550,159715,364420,18,1,Semiurban,Yes
DC008818,Male,No,0,Graduate,No,87650,159735,364425,36,1,Semiurban,Yes
DC008819,Male,Yes,3,Graduate,No,87750,159755,364430,36,1,Semiurban,Yes
DC008820,Male,Yes,1,Graduate,No,87850,159775,364435,36,1,Semiurban,Yes
DC008821,Female,Yes,1,Graduate,No,87950,159795,364440,36,1,Semiurban,Yes
DC008822,Female,No,0,Graduate,No,88050,159815,364445,36,1,Semiurban,Yes
DC008823,Female,Yes,1,Graduate,No,88150,159835,364450,36,1,Semiurban,Yes
DC008824,Male,Yes,0,Graduate,No,88250,159855,364455,18,1,Semiurban,Yes
DC008825,Male,Yes,1,Graduate,No,88350,159875,364460,36,1,Semiurban,Yes
DC008826,Female,No,0,Not Graduate,Yes,54115,53514,115635,36,0,Rural,No
DC008827,Male,No,1,Graduate,No,88450,159895,364465,36,1,Semiurban,Yes
DC008828,Female,No,0,Graduate,No,88550,159915,364470,36,1,Semiurban,Yes
DC008829,Male,Yes,0,Not Graduate,Yes,54145,53484,115665,18,0,Rural,No
DC008830,Female,Yes,0,Not Graduate,Yes,54155,53474,115675,36,0,Rural,No
DC008831,Male,Yes,0,Graduate,No,88650,159935,364475,36,1,Semiurban,Yes
DC008832,Male,Yes,0,Graduate,No,88750,159955,364480,36,1,Semiurban,Yes
DC008833,Female,Yes,2,Not Graduate,Yes,54185,53444,115705,18,0,Rural,No
DC008834,Male,Yes,0,Graduate,No,88850,159975,364485,36,1,Semiurban,Yes
DC008835,Male,No,0,Graduate,No,88950,159995,364490,36,1,Semiurban,Yes
DC008836,Male,No,0,Graduate,No,89050,160015,364495,36,1,Semiurban,Yes
DC008837,Female,Yes,2,Graduate,No,89150,160035,364500,36,1,Semiurban,Yes
DC008838,Male,Yes,1,Graduate,No,89250,160055,364505,30,1,Semiurban,Yes
DC008839,Male,Yes,2,Graduate,No,89350,160075,364510,36,1,Semiurban,Yes
DC008840,Male,Yes,0,Graduate,No,89450,160095,364515,36,1,Semiurban,Yes
DC008841,Female,No,1,Not Graduate,Yes,54265,53364,115785,36,0,Rural,No
DC008842,Male,Yes,1,Not Graduate,Yes,54275,53354,115795,36,0,Rural,No
DC008843,Male,Yes,0,Graduate,No,89550,160115,364520,36,1,Semiurban,Yes
DC008844,Female,Yes,3,Graduate,No,89650,160135,364525,36,1,Semiurban,Yes
DC008845,Male,Yes,2,Graduate,No,89750,160155,364530,36,1,Semiurban,Yes
DC008846,Male,Yes,0,Not Graduate,Yes,54315,53314,115835,36,0,Rural,No
DC008847,Male,No,3,Graduate,No,89850,160175,364535,36,1,Semiurban,Yes
DC008848,Male,Yes,1,Graduate,No,89950,160195,364540,36,1,Semiurban,Yes
DC008849,Female,Yes,0,Graduate,No,90050,160215,364545,36,1,Semiurban,Yes
DC008850,Male,No,0,Graduate,No,90150,160235,364550,36,1,Semiurban,Yes
DC008851,Male,No,0,Not Graduate,Yes,54365,53264,115885,36,0,Rural,No
DC008852,Male,Yes,0,Not Graduate,Yes,54375,53254,115895,36,0,Rural,No
DC008853,Female,No,1,Not Graduate,Yes,54385,53244,115905,36,0,Rural,No
DC008854,Male,No,0,Not Graduate,Yes,54395,53234,115915,36,0,Rural,No
DC008855,Male,Yes,0,Graduate,No,90250,160255,364555,36,1,Semiurban,Yes
DC008856,Male,Yes,0,Graduate,No,90350,160275,364560,24,1,Semiurban,Yes
DC008857,Male,Yes,1,Not Graduate,Yes,54425,53204,115945,36,0,Rural,No
DC008858,Male,Yes,1,Graduate,No,90450,160295,364565,24,1,Semiurban,Yes
DC008859,Female,Yes,2,Graduate,No,90550,160315,364570,36,1,Semiurban,Yes
DC008860,Male,No,3,Graduate,No,90650,160335,364575,36,1,Semiurban,Yes
DC008861,Male,No,0,Graduate,No,90750,160355,364580,48,1,Semiurban,Yes
DC008862,Female,No,3,Graduate,No,90850,160375,364585,36,1,Semiurban,Yes
DC008863,Male,Yes,0,Graduate,No,90950,160395,364590,36,1,Semiurban,Yes
DC008864,Male,Yes,1,Not Graduate,Yes,54495,53134,116015,36,0,Rural,No
DC008865,Male,Yes,3,Not Graduate,Yes,54505,53124,116025,30,0,Rural,No
DC008866,Female,Yes,2,Graduate,No,91050,160415,364595,36,1,Semiurban,Yes
DC008867,Female,Yes,0,Graduate,No,91150,160435,364600,36,1,Semiurban,Yes
DC008868,Female,Yes,1,Graduate,No,91250,160455,364605,36,1,Semiurban,Yes
DC008869,Male,No,2,Graduate,No,91350,160475,364610,36,1,Semiurban,Yes
DC008870,Male,No,0,Not Graduate,Yes,54555,53074,116075,36,0,Rural,No
DC008871,Male,Yes,0,Graduate,No,91450,160495,364615,36,1,Semiurban,Yes
DC008872,Male,Yes,0,Graduate,No,91550,160515,364620,36,1,Semiurban,Yes
DC008873,Female,Yes,0,Graduate,No,91650,160535,364625,18,1,Semiurban,Yes
DC008874,Male,No,3,Graduate,No,91750,160555,364630,36,1,Semiurban,Yes
DC008875,Male,Yes,0,Graduate,No,91850,160575,364635,36,1,Semiurban,Yes
DC008876,Male,Yes,0,Graduate,No,91950,160595,364640,48,1,Semiurban,Yes
DC008877,Male,Yes,1,Not Graduate,Yes,54625,53004,116145,36,0,Rural,No
DC008878,Female,No,2,Graduate,No,92050,160615,364645,36,1,Semiurban,Yes
DC008879,Male,No,1,Not Graduate,Yes,54645,52984,116165,36,0,Rural,No
DC008880,Male,Yes,0,Not Graduate,Yes,54655,52974,116175,36,0,Rural,No
DC008881,Male,No,3,Graduate,No,92150,160635,364650,36,1,Semiurban,Yes
DC008882,Female,Yes,1,Graduate,No,92250,160655,364655,36,1,Semiurban,Yes
DC008883,Male,Yes,2,Graduate,No,92350,160675,364660,36,1,Semiurban,Yes
DC008884,Male,No,0,Graduate,No,92450,160695,364665,36,1,Semiurban,Yes
DC008885,Male,Yes,0,Graduate,No,92550,160715,364670,36,1,Semiurban,Yes
DC008886,Male,Yes,0,Graduate,No,92650,160735,364675,36,1,Semiurban,Yes
DC008887,Male,Yes,0,Not Graduate,Yes,54725,52904,116245,36,0,Rural,No
DC008888,Female,No,0,Not Graduate,Yes,54735,52894,116255,36,0,Rural,No
DC008889,Male,No,0,Not Graduate,Yes,54745,52884,116265,36,0,Rural,No
DC008890,Male,Yes,1,Graduate,No,92750,160755,364680,24,1,Semiurban,Yes
DC008891,Female,Yes,0,Graduate,No,92850,160775,364685,36,1,Semiurban,Yes
DC008892,Male,No,0,Graduate,No,92950,160795,364690,36,1,Semiurban,Yes
DC008893,Male,No,2,Graduate,No,93050,160815,364695,36,1,Semiurban,Yes
DC008894,Male,No,2,Not Graduate,Yes,54795,52834,116315,36,0,Rural,No
DC008895,Female,No,1,Not Graduate,Yes,54805,52824,116325,36,0,Rural,No
DC008896,Female,Yes,0,Graduate,No,93150,160835,364700,36,1,Semiurban,Yes
DC008897,Female,No,0,Graduate,No,93250,160855,364705,36,1,Semiurban,Yes
DC008898,Male,Yes,3,Not Graduate,Yes,54835,52794,116355,36,0,Rural,No
DC008899,Male,Yes,0,Graduate,No,93350,160875,364710,18,1,Semiurban,Yes
DC008900,Female,Yes,0,Graduate,No,93450,160895,364715,18,1,Semiurban,Yes
DC008901,Male,No,2,Graduate,No,93550,160915,364720,36,1,Semiurban,Yes
DC008902,Female,No,0,Graduate,No,93650,160935,364725,36,1,Semiurban,Yes
DC008903,Male,Yes,0,Not Graduate,Yes,54885,52744,116405,36,0,Rural,No
DC008904,Female,Yes,0,Not Graduate,Yes,54895,52734,116415,36,0,Rural,No
DC008905,Male,Yes,0,Graduate,No,93750,160955,364730,36,1,Semiurban,Yes
DC008906,Male,No,2,Not Graduate,Yes,54915,52714,116435,24,0,Rural,No
DC008907,Female,No,1,Graduate,No,93850,160975,364735,36,1,Semiurban,Yes
DC008908,Male,No,0,Graduate,No,93950,160995,364740,36,1,Semiurban,Yes
DC008909,Male,Yes,0,Graduate,No,94050,161015,364745,36,1,Semiurban,Yes
DC008910,Male,Yes,0,Graduate,No,94150,161035,364750,36,1,Semiurban,Yes
DC008911,Female,Yes,0,Not Graduate,Yes,54965,52664,116485,36,0,Rural,No
DC008912,Male,Yes,3,Graduate,No,94250,161055,364755,36,1,Semiurban,Yes
DC008913,Male,Yes,3,Not Graduate,Yes,54985,52644,116505,36,0,Rural,No
DC008914,Male,Yes,0,Graduate,No,94350,161075,364760,18,1,Semiurban,Yes
DC008915,Female,Yes,2,Graduate,No,94450,161095,364765,36,1,Semiurban,Yes
DC008916,Male,No,2,Graduate,No,94550,161115,364770,36,1,Semiurban,Yes
DC008917,Male,Yes,2,Graduate,No,94650,161135,364775,36,1,Semiurban,Yes
DC008918,Female,Yes,0,Graduate,No,94750,161155,364780,36,1,Semiurban,Yes
DC008919,Male,Yes,0,Graduate,No,94850,161175,364785,36,1,Semiurban,Yes
DC008920,Male,Yes,0,Not Graduate,Yes,55055,52574,116575,36,0,Rural,No
DC008921,Male,Yes,0,Graduate,No,94950,161195,364790,36,1,Semiurban,Yes
DC008922,Male,Yes,2,Graduate,No,95050,161215,364795,36,1,Semiurban,Yes
DC008923,Female,No,0,Not Graduate,Yes,55085,52544,116605,36,0,Rural,No
DC008924,Male,Yes,0,Graduate,No,95150,161235,364800,36,1,Semiurban,Yes
DC008925,Male,Yes,0,Not Graduate,Yes,55105,52524,116625,36,0,Rural,No
DC008926,Male,No,0,Graduate,No,95250,161255,364805,36,1,Semiurban,Yes
DC008927,Female,Yes,0,Graduate,No,95350,161275,364810,36,1,Semiurban,Yes
DC008928,Male,No,0,Graduate,No,95450,161295,364815,36,1,Semiurban,Yes
DC008929,Male,Yes,0,Graduate,No,95550,161315,364820,36,1,Semiurban,Yes
DC008930,Male,Yes,1,Graduate,No,95650,161335,364825,36,1,Semiurban,Yes
DC008931,Male,Yes,3,Graduate,No,95750,161355,364830,36,1,Semiurban,Yes
DC008932,Male,Yes,1,Graduate,No,95850,161375,364835,36,1,Semiurban,Yes
DC008933,Female,Yes,0,Not Graduate,Yes,55185,52444,116705,48,0,Rural,No
DC008934,Male,Yes,0,Graduate,No,95950,161395,364840,36,1,Semiurban,Yes
DC008935,Male,Yes,0,Graduate,No,96050,161415,364845,24,1,Semiurban,Yes
DC008936,Female,No,0,Graduate,No,96150,161435,364850,36,1,Semiurban,Yes
DC008937,Male,Yes,0,Graduate,No,96250,161455,364855,36,1,Semiurban,Yes
DC008938,Male,No,1,Graduate,No,96350,161475,364860,36,1,Semiurban,Yes
DC008939,Male,Yes,2,Graduate,No,96450,161495,364865,36,1,Semiurban,Yes
DC008940,Female,No,0,Graduate,No,96550,161515,364870,36,1,Semiurban,Yes
DC008941,Female,Yes,0,Graduate,No,96650,161535,364875,36,1,Semiurban,Yes
DC008942,Female,Yes,0,Graduate,No,96750,161555,364880,36,1,Semiurban,Yes
DC008943,Male,Yes,0,Graduate,No,96850,161575,364885,36,1,Semiurban,Yes
DC008944,Male,Yes,0,Graduate,No,96950,161595,364890,24,1,Semiurban,Yes
DC008945,Male,Yes,1,Graduate,No,97050,161615,364895,36,1,Semiurban,Yes
DC008946,Male,No,0,Not Graduate,Yes,55315,52314,116835,36,0,Rural,No
DC008947,Female,Yes,0,Graduate,No,97150,161635,364900,36,1,Semiurban,Yes
DC008948,Male,Yes,1,Graduate,No,97250,161655,364905,18,1,Semiurban,Yes
DC008949,Male,Yes,2,Graduate,No,97350,161675,364910,24,1,Semiurban,Yes
DC008950,Male,Yes,0,Graduate,No,97450,161695,364915,18,1,Semiurban,Yes
DC008951,Male,Yes,0,Graduate,No,97550,161715,364920,36,1,Semiurban,Yes
DC008952,Female,No,1,Not Graduate,Yes,55375,52254,116895,36,0,Rural,No
DC008953,Male,Yes,0,Not Graduate,Yes,55385,52244,116905,36,0,Rural,No
DC008954,Male,No,0,Graduate,No,97650,161735,364925,36,1,Semiurban,Yes
DC008955,Male,Yes,0,Graduate,No,97750,161755,364930,36,1,Semiurban,Yes
DC008956,Female,Yes,0,Graduate,No,97850,161775,364935,36,1,Semiurban,Yes
DC008957,Male,No,0,Graduate,No,97950,161795,364940,18,1,Semiurban,Yes
DC008958,Male,Yes,0,Not Graduate,Yes,55435,52194,116955,36,0,Rural,No
DC008959,Male,Yes,0,Graduate,No,98050,161815,364945,36,1,Semiurban,Yes
DC008960,Male,No,0,Graduate,No,98150,161835,364950,36,1,Semiurban,Yes
DC008961,Male,Yes,0,Graduate,No,98250,161855,364955,36,1,Semiurban,Yes
DC008962,Female,Yes,0,Not Graduate,Yes,55475,52154,116995,24,0,Rural,No
DC008963,Male,Yes,3,Graduate,No,98350,161875,364960,36,1,Semiurban,Yes
DC008964,Male,Yes,1,Not Graduate,Yes,55495,52134,117015,36,0,Rural,No
DC008965,Female,Yes,0,Graduate,No,98450,161895,364965,36,1,Semiurban,Yes
DC008966,Male,No,1,Graduate,No,98550,161915,364970,36,1,Semiurban,Yes
DC008967,Male,Yes,2,Graduate,No,98650,161935,364975,24,1,Semiurban,Yes
DC008968,Male,Yes,0,Graduate,No,98750,161955,364980,36,1,Semiurban,Yes
DC008969,Female,Yes,2,Graduate,No,98850,161975,364985,36,1,Semiurban,Yes
DC008970,Female,No,1,Graduate,No,98950,161995,364990,36,1,Semiurban,Yes
DC008971,Female,No,2,Graduate,No,99050,162015,364995,36,1,Semiurban,Yes
DC008972,Male,Yes,2,Graduate,No,99150,162035,365000,36,1,Semiurban,Yes
DC008973,Male,Yes,0,Graduate,No,99250,162055,365005,36,1,Semiurban,Yes
DC008974,Female,Yes,0,Not Graduate,Yes,55595,52034,117115,36,0,Rural,No
DC008975,Male,No,0,Graduate,No,99350,162075,365010,36,1,Semiurban,Yes
DC008976,Female,Yes,2,Graduate,No,99450,162095,365015,24,1,Semiurban,Yes
DC008977,Male,Yes,0,Not Graduate,Yes,55625,52004,117145,36,0,Rural,No
DC008978,Female,Yes,0,Graduate,No,99550,162115,365020,36,1,Semiurban,Yes
DC008979,Male,Yes,2,Graduate,No,99650,162135,365025,36,1,Semiurban,Yes
DC008980,Male,Yes,0,Graduate,No,99750,162155,365030,24,1,Semiurban,Yes
DC008981,Female,Yes,3,Graduate,No,99850,162175,365035,36,1,Semiurban,Yes
DC008982,Male,Yes,0,Graduate,No,99950,162195,365040,36,1,Semiurban,Yes
DC008983,Male,Yes,1,Graduate,No,100050,162215,365045,36,1,Semiurban,Yes
DC008984,Male,No,0,Graduate,No,100150,162235,365050,36,1,Semiurban,Yes
DC008985,Female,Yes,0,Graduate,No,100250,162255,365055,12,1,Semiurban,Yes
DC008986,Male,No,3,Graduate,No,100350,162275,365060,36,1,Semiurban,Yes
DC008987,Male,No,2,Not Graduate,Yes,55725,51904,117245,24,0,Rural,No
DC008988,Male,No,0,Graduate,No,100450,162295,365065,36,1,Semiurban,Yes
DC008989,Female,Yes,1,Not Graduate,Yes,55745,51884,117265,36,0,Rural,No
DC008990,Male,Yes,1,Graduate,No,100550,162315,365070,24,1,Semiurban,Yes
DC008991,Male,Yes,3,Not Graduate,Yes,55765,51864,117285,36,0,Rural,No
DC008992,Female,Yes,0,Graduate,No,100650,162335,365075,36,1,Semiurban,Yes
DC008993,Male,Yes,2,Not Graduate,Yes,55785,51844,117305,36,0,Rural,No
DC008994,Male,Yes,2,Graduate,No,100750,162355,365080,36,1,Semiurban,Yes
DC008995,Male,Yes,2,Graduate,No,100850,162375,365085,36,1,Semiurban,Yes
DC008996,Male,Yes,1,Graduate,No,100950,162395,365090,36,1,Semiurban,Yes
DC008997,Female,Yes,2,Not Graduate,Yes,55825,51804,117345,36,0,Rural,No
DC008998,Male,No,0,Not Graduate,Yes,55835,51794,117355,24,0,Rural,No
DC008999,Male,No,3,Graduate,No,101050,162415,365095,36,1,Semiurban,Yes
DC009000,Male,Yes,0,Graduate,No,101150,162435,365100,36,1,Semiurban,Yes
DC009001,Female,No,0,Graduate,No,101250,162455,365105,36,1,Semiurban,Yes
DC009002,Male,No,2,Graduate,No,101350,162475,365110,36,1,Semiurban,Yes
DC009003,Male,Yes,1,Graduate,No,101450,162495,365115,36,1,Semiurban,Yes
DC009004,Male,No,2,Graduate,No,101550,162515,365120,36,1,Semiurban,Yes
DC009005,Male,Yes,1,Graduate,No,101650,162535,365125,36,1,Semiurban,Yes
DC009006,Male,Yes,2,Graduate,No,101750,162555,365130,24,1,Semiurban,Yes
DC009007,Female,Yes,0,Graduate,No,101850,162575,365135,36,1,Semiurban,Yes
DC009008,Male,No,0,Graduate,No,101950,162595,365140,36,1,Semiurban,Yes
DC009009,Male,No,1,Not Graduate,Yes,55945,51684,117465,36,0,Rural,No
DC009010,Female,No,0,Graduate,No,102050,162615,365145,36,1,Semiurban,Yes
DC009011,Male,No,0,Graduate,No,102150,162635,365150,36,1,Semiurban,Yes
DC009012,Male,Yes,0,Graduate,No,102250,162655,365155,36,1,Semiurban,Yes
DC009013,Male,Yes,1,Graduate,No,102350,162675,365160,36,1,Semiurban,Yes
DC009014,Female,Yes,0,Not Graduate,Yes,55995,51634,117515,24,0,Rural,No
DC009015,Female,No,0,Graduate,No,102450,162695,365165,24,1,Semiurban,Yes
DC009016,Female,Yes,1,Graduate,No,102550,162715,365170,36,1,Semiurban,Yes
DC009017,Male,Yes,0,Graduate,No,102650,162735,365175,36,1,Semiurban,Yes
DC009018,Male,Yes,0,Graduate,No,102750,162755,365180,36,1,Semiurban,Yes
DC009019,Male,No,0,Graduate,No,102850,162775,365185,36,1,Semiurban,Yes
DC009020,Male,Yes,2,Not Graduate,Yes,56055,51574,117575,36,0,Rural,No
DC009021,Female,No,1,Graduate,No,102950,162795,365190,36,1,Semiurban,Yes
DC009022,Male,No,0,Graduate,No,103050,162815,365195,36,1,Semiurban,Yes
DC009023,Male,Yes,2,Graduate,No,103150,162835,365200,36,1,Semiurban,Yes
DC009024,Male,Yes,0,Graduate,No,103250,162855,365205,36,1,Semiurban,Yes
DC009025,Male,Yes,0,Graduate,No,103350,162875,365210,36,1,Semiurban,Yes
DC009026,Female,Yes,1,Graduate,No,103450,162895,365215,36,1,Semiurban,Yes
DC009027,Male,Yes,0,Graduate,No,103550,162915,365220,36,0,Semiurban,Yes
DC009028,Male,Yes,1,Graduate,No,103650,162935,365225,36,1,Semiurban,Yes
DC009029,Male,Yes,2,Not Graduate,Yes,56145,51484,117665,36,0,Rural,No
DC009030,Female,Yes,0,Graduate,No,103750,162955,365230,36,1,Semiurban,Yes
DC009031,Male,Yes,0,Graduate,No,103850,162975,365235,36,1,Semiurban,Yes
DC009032,Male,Yes,3,Not Graduate,Yes,56175,51454,117695,18,0,Rural,No
DC009033,Male,Yes,2,Graduate,No,103950,162995,365240,36,0,Semiurban,Yes
DC009034,Male,No,1,Graduate,No,104050,163015,365245,36,1,Semiurban,Yes
DC009035,Male,Yes,0,Graduate,No,104150,163035,365250,36,1,Semiurban,Yes
DC009036,Female,No,0,Not Graduate,Yes,56215,51414,117735,18,0,Rural,No
DC009037,Male,Yes,2,Graduate,No,104250,163055,365255,36,1,Semiurban,Yes
DC009038,Male,Yes,0,Not Graduate,Yes,56235,51394,117755,12,0,Rural,No
DC009039,Female,No,3,Graduate,No,104350,163075,365260,36,1,Semiurban,Yes
DC009040,Male,Yes,2,Graduate,No,104450,163095,365265,36,1,Semiurban,Yes
DC009041,Male,Yes,0,Not Graduate,Yes,56265,51364,117785,36,0,Rural,No
DC009042,Male,No,2,Graduate,No,104550,163115,365270,30,1,Semiurban,Yes
DC009043,Female,Yes,0,Not Graduate,Yes,56285,51344,117805,12,0,Rural,No
DC009044,Female,Yes,1,Graduate,No,104650,163135,365275,36,1,Semiurban,Yes
DC009045,Female,No,1,Graduate,No,104750,163155,365280,48,1,Urban,Yes
DC009046,Male,No,0,Graduate,No,104850,163175,365285,36,1,Urban,Yes
DC009047,Male,Yes,0,Graduate,No,104950,163195,365290,36,1,Urban,Yes
DC009048,Female,Yes,3,Graduate,No,105050,163215,365295,30,1,Semiurban,Yes
DC009049,Male,Yes,2,Not Graduate,Yes,56345,51284,117865,36,0,Rural,No
DC009050,Female,No,1,Graduate,No,105150,163235,365300,36,1,Semiurban,Yes
DC009051,Male,Yes,0,Graduate,No,105250,163255,365305,36,1,Semiurban,Yes
DC009052,Female,Yes,0,Graduate,No,105350,163275,365310,36,1,Urban,Yes
DC009053,Male,Yes,0,Graduate,No,105450,163295,365315,36,1,Semiurban,Yes
DC009054,Male,Yes,2,Graduate,No,105550,163315,365320,24,1,Urban,Yes
DC009055,Female,No,0,Graduate,No,105650,163335,365325,36,1,Semiurban,Yes
DC009056,Male,Yes,3,Not Graduate,Yes,56415,51214,117935,36,0,Rural,No
DC009057,Male,Yes,1,Graduate,No,105750,163355,365330,36,1,Semiurban,Yes
DC009058,Male,No,0,Graduate,No,105850,163375,365335,36,1,Urban,Yes
DC009059,Female,Yes,1,Graduate,No,105950,163395,365340,36,1,Semiurban,Yes
DC009060,Male,Yes,1,Graduate,No,106050,163415,365345,36,1,Semiurban,Yes
DC009061,Male,Yes,0,Graduate,No,106150,163435,365350,18,1,Semiurban,Yes
DC009062,Male,Yes,0,Not Graduate,Yes,56475,51154,117995,36,0,Rural,No
DC009063,Female,No,0,Graduate,No,106250,163455,365355,36,1,Semiurban,Yes
DC009064,Male,No,0,Not Graduate,Yes,56495,51134,118015,12,0,Rural,No
DC009065,Male,No,0,Graduate,No,106350,163475,365360,36,1,Urban,Yes
DC009066,Female,Yes,0,Graduate,No,106450,163495,365365,36,1,Semiurban,Yes
DC009067,Male,Yes,2,Graduate,No,106550,163515,365370,36,1,Semiurban,Yes
DC009068,Male,Yes,1,Not Graduate,Yes,56535,51094,118055,18,0,Rural,No
DC009069,Male,Yes,1,Graduate,No,106650,163535,365375,36,1,Semiurban,Yes
DC009070,Male,Yes,0,Not Graduate,Yes,56555,51074,118075,18,0,Rural,No
DC009071,Female,No,0,Graduate,No,106750,163555,365380,36,1,Semiurban,Yes
DC009072,Male,Yes,1,Graduate,No,106850,163575,365385,36,1,Urban,Yes
DC009073,Male,Yes,0,Graduate,No,106950,163595,365390,36,1,Semiurban,Yes
DC009074,Male,Yes,3,Graduate,No,107050,163615,365395,36,1,Urban,Yes
DC009075,Female,Yes,0,Graduate,No,107150,163635,365400,36,1,Urban,Yes
DC009076,Male,No,0,Not Graduate,Yes,56615,51014,118135,36,0,Rural,No
DC009077,Male,Yes,2,Graduate,No,107250,163655,365405,36,1,Urban,Yes
DC009078,Male,Yes,1,Not Graduate,Yes,56635,50994,118155,48,0,Rural,No
DC009079,Male,No,0,Graduate,No,107350,163675,365410,36,1,Urban,Yes
DC009080,Male,Yes,0,Graduate,No,107450,163695,365415,36,1,Semiurban,Yes
DC009081,Female,Yes,2,Not Graduate,Yes,56665,50964,118185,12,0,Rural,No
DC009082,Male,No,0,Graduate,No,107550,163715,365420,36,1,Semiurban,Yes
DC009083,Male,No,0,Graduate,No,107650,163735,365425,36,1,Semiurban,Yes
DC009084,Female,Yes,3,Graduate,No,107750,163755,365430,18,1,Semiurban,Yes
